CrimeTime,CrimeCode,Description,Inside/Outside,Weapon,Post,District,Latitude,Longitude,HourBin,Description_encoded,Weapon_encoded,HourBin_encoded,Inside/Outside_encoded,cluster
0.0,4E,COMMON ASSAULT,Inside,HANDS,132.0,CENTRAL,39.30727,-76.6299,Night,1,1,3,0,0
1.0,3AF,ROBBERY - STREET,Outside,FIREARM,513.0,NORTHERN,39.32731,-76.60945,Night,6,0,3,1,2
1.0,4E,COMMON ASSAULT,Inside,HANDS,213.0,SOUTHEASTERN,39.28146,-76.59407,Night,1,1,3,0,0
1.0,3AF,ROBBERY - STREET,Outside,FIREARM,231.0,SOUTHEASTERN,39.28857,-76.56664,Night,6,0,3,1,2
1.0,4E,COMMON ASSAULT,Outside,HANDS,844.0,SOUTHWESTERN,39.30176,-76.68552,Night,1,1,3,1,26
2.0,3AF,ROBBERY - STREET,Outside,FIREARM,111.0,CENTRAL,39.28935,-76.61941,Night,6,0,3,1,2
2.0,3AF,ROBBERY - STREET,Outside,FIREARM,111.0,CENTRAL,39.29119,-76.614,Night,6,0,3,1,2
3.0,4E,COMMON ASSAULT,Outside,HANDS,243.0,SOUTHEASTERN,39.28358,-76.53249,Night,1,1,3,1,26
5.0,4E,COMMON ASSAULT,Outside,HANDS,531.0,NORTHERN,39.33271,-76.6355,Night,1,1,3,1,26
8.0,4B,AGG. ASSAULT,Inside,KNIFE,714.0,WESTERN,39.29187,-76.65153,Morning,0,2,2,0,44
10.0,4E,COMMON ASSAULT,Inside,HANDS,642.0,NORTHWESTERN,39.33431,-76.68187,Morning,1,1,2,0,1
11.0,3AF,ROBBERY - STREET,Outside,FIREARM,341.0,NORTHERN,39.31398,-76.61257,Morning,6,0,2,1,14
11.0,4C,AGG. ASSAULT,Inside,OTHER,713.0,WESTERN,39.29491,-76.64127,Morning,0,3,2,0,15
11.0,3AF,ROBBERY - STREET,Outside,FIREARM,341.0,NORTHERN,39.31544,-76.61269,Morning,6,0,2,1,14
11.0,3AF,ROBBERY - STREET,Outside,FIREARM,341.0,NORTHERN,39.31544,-76.61269,Morning,6,0,2,1,14
12.0,4E,COMMON ASSAULT,Outside,HANDS,121.0,CENTRAL,39.298,-76.62785,Afternoon,1,1,0,1,5
12.0,4E,COMMON ASSAULT,Outside,HANDS,121.0,CENTRAL,39.298,-76.62785,Afternoon,1,1,0,1,5
13.0,4A,AGG. ASSAULT,Outside,FIREARM,332.0,EASTERN,39.3098,-76.57309,Afternoon,0,0,0,1,31
13.0,4B,AGG. ASSAULT,Inside,KNIFE,613.0,NORTHWESTERN,39.34405,-76.67684,Afternoon,0,2,0,0,84
16.0,4E,COMMON ASSAULT,Inside,HANDS,642.0,NORTHWESTERN,39.32755,-76.68246,Afternoon,1,1,0,0,7
17.0,3AF,ROBBERY - STREET,Outside,FIREARM,732.0,WESTERN,39.3133,-76.64624,Afternoon,6,0,0,1,6
17.0,4E,COMMON ASSAULT,Inside,HANDS,941.0,SOUTHERN,39.27408,-76.62769,Afternoon,1,1,0,0,7
18.0,4E,COMMON ASSAULT,Inside,HANDS,533.0,NORTHERN,39.35885,-76.67769,Evening,1,1,1,0,8
18.0,4E,COMMON ASSAULT,Outside,HANDS,243.0,SOUTHEASTERN,39.27432,-76.53624,Evening,1,1,1,1,11
18.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.31946,-76.56268,Evening,1,1,1,0,8
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,831.0,SOUTHWESTERN,39.26682,-76.64945,Evening,6,0,1,1,9
22.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.22788,-76.5995,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,621.0,NORTHWESTERN,39.32923,-76.68887,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31196,-76.59922,Evening,1,1,1,0,8
12.0,4E,COMMON ASSAULT,Outside,HANDS,213.0,SOUTHEASTERN,39.28154,-76.59068,Afternoon,1,1,0,1,5
13.0,4C,AGG. ASSAULT,Inside,OTHER,612.0,NORTHWESTERN,39.32829,-76.66149,Afternoon,0,3,0,0,22
0.0,3AF,ROBBERY - STREET,Outside,FIREARM,642.0,NORTHWESTERN,39.3209,-76.67507,Night,6,0,3,1,2
0.0,4E,COMMON ASSAULT,Inside,HANDS,434.0,NORTHEASTERN,39.31819,-76.57237,Night,1,1,3,0,0
5.0,4E,COMMON ASSAULT,Inside,HANDS,111.0,CENTRAL,39.29374,-76.6105,Night,1,1,3,0,0
5.0,3AF,ROBBERY - STREET,Outside,FIREARM,443.0,NORTHEASTERN,39.3156,-76.54097,Night,6,0,3,1,2
7.0,4E,COMMON ASSAULT,Inside,HANDS,224.0,SOUTHEASTERN,39.29545,-76.57344,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.23014,-76.60376,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,113.0,CENTRAL,39.28628,-76.61945,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,113.0,CENTRAL,39.28628,-76.61945,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,741.0,WESTERN,39.30803,-76.65257,Morning,1,1,2,0,1
14.0,4E,COMMON ASSAULT,Outside,HANDS,411.0,NORTHEASTERN,39.31877,-76.59787,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,313.0,EASTERN,39.3005,-76.59778,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,313.0,EASTERN,39.3005,-76.59778,Afternoon,1,1,0,1,5
15.0,4B,AGG. ASSAULT,Outside,KNIFE,313.0,EASTERN,39.29818,-76.59994,Afternoon,0,2,0,1,29
15.0,4E,COMMON ASSAULT,Outside,HANDS,313.0,EASTERN,39.29818,-76.59994,Afternoon,1,1,0,1,5
17.0,4A,AGG. ASSAULT,Outside,FIREARM,731.0,WESTERN,39.31601,-76.6564,Afternoon,0,0,0,1,31
17.0,4A,AGG. ASSAULT,Outside,FIREARM,731.0,WESTERN,39.31601,-76.6564,Afternoon,0,0,0,1,31
17.0,4C,AGG. ASSAULT,Outside,OTHER,142.0,CENTRAL,39.2972,-76.6129,Afternoon,0,3,0,1,16
19.0,4E,COMMON ASSAULT,Outside,HANDS,722.0,WESTERN,39.29477,-76.64559,Evening,1,1,1,1,11
19.0,4C,AGG. ASSAULT,Outside,OTHER,141.0,CENTRAL,39.31114,-76.61812,Evening,0,3,1,1,10
19.0,4E,COMMON ASSAULT,Outside,HANDS,921.0,SOUTHERN,39.26273,-76.64069,Evening,1,1,1,1,11
19.0,4C,AGG. ASSAULT,Outside,OTHER,622.0,NORTHWESTERN,39.34683,-76.69832,Evening,0,3,1,1,10
20.0,4C,AGG. ASSAULT,Outside,OTHER,714.0,WESTERN,39.2881,-76.64888,Evening,0,3,1,1,10
20.0,4E,COMMON ASSAULT,Outside,HANDS,212.0,SOUTHEASTERN,39.29407,-76.59062,Evening,1,1,1,1,11
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,933.0,SOUTHERN,39.28631,-76.64229,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,632.0,NORTHWESTERN,39.35527,-76.67877,Evening,6,0,1,1,9
22.0,4E,COMMON ASSAULT,Inside,HANDS,442.0,NORTHEASTERN,39.32122,-76.55404,Evening,1,1,1,0,8
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,741.0,WESTERN,39.30704,-76.64803,Evening,6,0,1,1,9
23.0,4E,COMMON ASSAULT,Inside,HANDS,711.0,WESTERN,39.28853,-76.63825,Evening,1,1,1,0,8
0.0,3AF,ROBBERY - STREET,Outside,FIREARM,623.0,NORTHWESTERN,39.34286,-76.69169,Night,6,0,3,1,2
7.0,4E,COMMON ASSAULT,Outside,HANDS,841.0,SOUTHWESTERN,39.28117,-76.65693,Morning,1,1,2,1,13
8.0,4E,COMMON ASSAULT,Inside,HANDS,343.0,EASTERN,39.30802,-76.60064,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,343.0,EASTERN,39.30802,-76.60064,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Outside,HANDS,213.0,SOUTHEASTERN,39.28646,-76.59683,Morning,1,1,2,1,13
9.0,4E,COMMON ASSAULT,Inside,HANDS,714.0,WESTERN,39.28932,-76.65077,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,832.0,SOUTHWESTERN,39.26926,-76.66914,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.30007,-76.63935,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,39.30029,-76.58519,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.29127,-76.6111,Morning,1,1,2,1,13
13.0,4E,COMMON ASSAULT,Outside,HANDS,641.0,NORTHWESTERN,39.31419,-76.68642,Afternoon,1,1,0,1,5
13.0,4A,AGG. ASSAULT,Outside,FIREARM,723.0,WESTERN,39.30899,-76.65503,Afternoon,0,0,0,1,31
13.0,4E,COMMON ASSAULT,Outside,HANDS,224.0,SOUTHEASTERN,39.29563,-76.57351,Afternoon,1,1,0,1,5
14.0,3AK,ROBBERY - STREET,Outside,KNIFE,221.0,SOUTHEASTERN,39.29192,-76.5846,Afternoon,6,2,0,1,35
15.0,4D,AGG. ASSAULT,Inside,HANDS,132.0,CENTRAL,39.3097,-76.6345,Afternoon,0,1,0,0,71
15.0,4E,COMMON ASSAULT,Outside,HANDS,433.0,NORTHEASTERN,39.30562,-76.55011,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,443.0,NORTHEASTERN,39.32039,-76.55223,Afternoon,1,1,0,1,5
16.0,4B,AGG. ASSAULT,Outside,KNIFE,514.0,NORTHERN,39.31374,-76.61263,Afternoon,0,2,0,1,29
16.0,3AF,ROBBERY - STREET,Outside,FIREARM,211.0,SOUTHEASTERN,39.2912,-76.60458,Afternoon,6,0,0,1,6
17.0,3AK,ROBBERY - STREET,Outside,KNIFE,222.0,SOUTHEASTERN,39.29326,-76.57836,Afternoon,6,2,0,1,35
17.0,3AK,ROBBERY - STREET,Outside,KNIFE,222.0,SOUTHEASTERN,39.29326,-76.57836,Afternoon,6,2,0,1,35
18.0,4E,COMMON ASSAULT,Inside,HANDS,742.0,WESTERN,39.30632,-76.63847,Evening,1,1,1,0,8
19.0,4E,COMMON ASSAULT,Outside,HANDS,123.0,CENTRAL,39.29937,-76.62596,Evening,1,1,1,1,11
19.0,4C,AGG. ASSAULT,Outside,OTHER,331.0,EASTERN,39.31074,-76.59296,Evening,0,3,1,1,10
19.0,4C,AGG. ASSAULT,Inside,OTHER,331.0,EASTERN,39.31074,-76.59296,Evening,0,3,1,0,18
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,123.0,CENTRAL,39.29646,-76.63089,Evening,6,0,1,1,9
20.0,4E,COMMON ASSAULT,Outside,HANDS,932.0,SOUTHERN,39.28073,-76.62726,Evening,1,1,1,1,11
20.0,3AF,ROBBERY - STREET,Outside,FIREARM,931.0,SOUTHERN,39.28652,-76.63735,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Inside,HANDS,342.0,EASTERN,39.31623,-76.60032,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Outside,HANDS,613.0,NORTHWESTERN,39.34579,-76.67867,Evening,1,1,1,1,11
22.0,4E,COMMON ASSAULT,Inside,HANDS,931.0,SOUTHERN,39.28603,-76.63366,Evening,1,1,1,0,8
23.0,4D,AGG. ASSAULT,Inside,HANDS,331.0,EASTERN,39.31175,-76.58861,Evening,0,1,1,0,19
23.0,4E,COMMON ASSAULT,Inside,HANDS,434.0,NORTHEASTERN,39.31643,-76.57807,Evening,1,1,1,0,8
23.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.28964,-76.61025,Evening,1,1,1,1,11
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,622.0,NORTHWESTERN,39.33026,-76.70201,Evening,6,0,1,1,9
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,533.0,NORTHERN,39.33907,-76.6599,Evening,6,0,1,1,9
0.0,4C,AGG. ASSAULT,Inside,OTHER,132.0,CENTRAL,39.30943,-76.62459,Night,0,3,3,0,32
0.0,4A,AGG. ASSAULT,Outside,FIREARM,743.0,WESTERN,39.29905,-76.64017,Night,0,0,3,1,33
0.0,4A,AGG. ASSAULT,Outside,FIREARM,743.0,WESTERN,39.29905,-76.64017,Night,0,0,3,1,33
1.0,4E,COMMON ASSAULT,Inside,HANDS,931.0,SOUTHERN,39.28754,-76.63753,Night,1,1,3,0,0
2.0,4E,COMMON ASSAULT,Inside,HANDS,121.0,SOUTHERN,39.28652,-76.62748,Night,1,1,3,0,0
3.0,4E,COMMON ASSAULT,Inside,HANDS,223.0,SOUTHEASTERN,39.29247,-76.56904,Night,1,1,3,0,0
4.0,4C,AGG. ASSAULT,Outside,OTHER,935.0,SOUTHERN,39.2855,-76.639,Night,0,3,3,1,3
5.0,4E,COMMON ASSAULT,Inside,HANDS,843.0,SOUTHWESTERN,39.28374,-76.68765,Night,1,1,3,0,0
8.0,4E,COMMON ASSAULT,Inside,HANDS,933.0,SOUTHERN,39.28713,-76.63944,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,132.0,CENTRAL,39.31086,-76.62512,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.36923,-76.56794,Afternoon,1,1,0,0,7
14.0,4B,AGG. ASSAULT,Outside,KNIFE,212.0,SOUTHEASTERN,39.28735,-76.59933,Afternoon,0,2,0,1,29
14.0,4E,COMMON ASSAULT,Outside,HANDS,913.0,SOUTHERN,39.23851,-76.60482,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Outside,HANDS,913.0,SOUTHERN,39.23851,-76.60482,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,943.0,SOUTHERN,39.26944,-76.59492,Afternoon,1,1,0,1,5
15.0,4C,AGG. ASSAULT,Outside,OTHER,223.0,SOUTHEASTERN,39.29259,-76.56599,Afternoon,0,3,0,1,16
16.0,4E,COMMON ASSAULT,Inside,HANDS,721.0,WESTERN,39.29393,-76.65987,Afternoon,1,1,0,0,7
16.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.32362,-76.57359,Afternoon,1,1,0,0,7
17.0,4C,AGG. ASSAULT,Outside,OTHER,842.0,SOUTHWESTERN,39.287,-76.65083,Afternoon,0,3,0,1,16
18.0,3AO,ROBBERY - STREET,Outside,OTHER,111.0,CENTRAL,39.28963,-76.61338,Evening,6,3,1,1,41
18.0,3AK,ROBBERY - STREET,Outside,KNIFE,223.0,SOUTHEASTERN,39.29613,-76.56868,Evening,6,2,1,1,27
18.0,4A,AGG. ASSAULT,Outside,FIREARM,123.0,CENTRAL,39.30078,-76.62641,Evening,0,0,1,1,21
20.0,4C,AGG. ASSAULT,Inside,OTHER,212.0,SOUTHEASTERN,39.29469,-76.59701,Evening,0,3,1,0,18
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,622.0,NORTHWESTERN,39.33358,-76.69634,Evening,6,0,1,1,9
22.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.3674,-76.5723,Evening,1,1,1,0,8
22.0,3AO,ROBBERY - STREET,Outside,OTHER,224.0,SOUTHEASTERN,39.2947,-76.57558,Evening,6,3,1,1,34
20.0,4E,COMMON ASSAULT,Inside,HANDS,913.0,SOUTHERN,39.22939,-76.60346,Evening,1,1,1,0,8
20.0,4E,COMMON ASSAULT,Inside,HANDS,426.0,NORTHEASTERN,39.33562,-76.56201,Evening,1,1,1,0,8
0.0,4B,AGG. ASSAULT,Inside,KNIFE,133.0,CENTRAL,39.3157,-76.63618,Night,0,2,3,0,36
0.0,4E,COMMON ASSAULT,Outside,HANDS,841.0,SOUTHWESTERN,39.27902,-76.65925,Night,1,1,3,1,26
1.0,4E,COMMON ASSAULT,Outside,HANDS,142.0,CENTRAL,39.29772,-76.6161,Night,1,1,3,1,26
1.0,4B,AGG. ASSAULT,Outside,KNIFE,213.0,SOUTHEASTERN,39.28243,-76.59288,Night,0,2,3,1,4
1.0,4B,AGG. ASSAULT,Outside,KNIFE,213.0,SOUTHEASTERN,39.28243,-76.59288,Night,0,2,3,1,4
1.0,4A,AGG. ASSAULT,Outside,FIREARM,343.0,EASTERN,39.30521,-76.59804,Night,0,0,3,1,33
1.0,4D,AGG. ASSAULT,Inside,HANDS,341.0,EASTERN,39.31339,-76.61191,Night,0,1,3,0,60
3.0,4E,COMMON ASSAULT,Outside,HANDS,223.0,SOUTHEASTERN,39.2936,-76.5688,Night,1,1,3,1,26
3.0,4E,COMMON ASSAULT,Inside,HANDS,332.0,EASTERN,39.30549,-76.57568,Night,1,1,3,0,0
7.0,4E,COMMON ASSAULT,Inside,HANDS,713.0,WESTERN,39.29656,-76.64285,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,822.0,SOUTHWESTERN,39.2972,-76.68616,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Outside,HANDS,442.0,NORTHEASTERN,39.32487,-76.56206,Morning,1,1,2,1,13
10.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.29303,-76.61816,Morning,1,1,2,1,13
11.0,4E,COMMON ASSAULT,Inside,HANDS,331.0,EASTERN,39.30588,-76.58553,Morning,1,1,2,0,1
13.0,4E,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,39.29127,-76.6111,Afternoon,1,1,0,1,5
14.0,4E,COMMON ASSAULT,Outside,HANDS,832.0,SOUTHWESTERN,39.26896,-76.66952,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Inside,HANDS,842.0,SOUTHWESTERN,39.28648,-76.65106,Afternoon,1,1,0,0,7
15.0,4E,COMMON ASSAULT,Inside,HANDS,643.0,NORTHWESTERN,39.33868,-76.67925,Afternoon,1,1,0,0,7
15.0,4A,AGG. ASSAULT,Outside,FIREARM,313.0,EASTERN,39.30036,-76.59931,Afternoon,0,0,0,1,31
15.0,4A,AGG. ASSAULT,Outside,FIREARM,313.0,EASTERN,39.30036,-76.59931,Afternoon,0,0,0,1,31
15.0,3AK,ROBBERY - STREET,Outside,KNIFE,221.0,SOUTHEASTERN,39.28939,-76.57604,Afternoon,6,2,0,1,35
15.0,3AF,ROBBERY - STREET,Outside,FIREARM,422.0,NORTHEASTERN,39.33697,-76.57307,Afternoon,6,0,0,1,6
15.0,3AK,ROBBERY - STREET,Outside,KNIFE,221.0,SOUTHEASTERN,39.28939,-76.57604,Afternoon,6,2,0,1,35
16.0,4B,AGG. ASSAULT,Outside,KNIFE,722.0,WESTERN,39.2955,-76.65051,Afternoon,0,2,0,1,29
16.0,4C,AGG. ASSAULT,Outside,OTHER,742.0,WESTERN,39.308,-76.64488,Afternoon,0,3,0,1,16
17.0,4E,COMMON ASSAULT,Inside,HANDS,132.0,CENTRAL,39.30667,-76.62828,Afternoon,1,1,0,0,7
17.0,4E,COMMON ASSAULT,Inside,HANDS,831.0,SOUTHWESTERN,39.26776,-76.6589,Afternoon,1,1,0,0,7
18.0,4E,COMMON ASSAULT,Inside,HANDS,523.0,NORTHERN,39.35807,-76.60058,Evening,1,1,1,0,8
18.0,4B,AGG. ASSAULT,Outside,KNIFE,312.0,EASTERN,39.30019,-76.60341,Evening,0,2,1,1,17
18.0,4E,COMMON ASSAULT,Outside,HANDS,922.0,SOUTHERN,39.24591,-76.62035,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.32201,-76.54863,Evening,1,1,1,0,8
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,111.0,CENTRAL,39.29445,-76.61545,Evening,6,0,1,1,9
21.0,4E,COMMON ASSAULT,Inside,HANDS,133.0,CENTRAL,39.31378,-76.63135,Evening,1,1,1,0,8
21.0,4E,COMMON ASSAULT,Outside,HANDS,342.0,NORTHEASTERN,39.3183,-76.60366,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Outside,HANDS,342.0,NORTHEASTERN,39.3183,-76.60366,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Outside,HANDS,342.0,NORTHEASTERN,39.3183,-76.60366,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Outside,HANDS,342.0,NORTHEASTERN,39.3183,-76.60366,Evening,1,1,1,1,11
21.0,4E,COMMON ASSAULT,Outside,HANDS,342.0,NORTHEASTERN,39.3183,-76.60366,Evening,1,1,1,1,11
22.0,4E,COMMON ASSAULT,Outside,HANDS,213.0,SOUTHEASTERN,39.28376,-76.58853,Evening,1,1,1,1,11
22.0,4B,AGG. ASSAULT,Inside,KNIFE,212.0,SOUTHEASTERN,39.28616,-76.58878,Evening,0,2,1,0,12
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,943.0,SOUTHERN,39.27289,-76.60784,Evening,6,0,1,1,9
17.0,4C,AGG. ASSAULT,Outside,OTHER,713.0,WESTERN,39.2956,-76.63996,Afternoon,0,3,0,1,16
17.0,4E,COMMON ASSAULT,Inside,HANDS,921.0,SOUTHERN,39.26268,-76.63751,Afternoon,1,1,0,0,7
1.0,4B,AGG. ASSAULT,Inside,KNIFE,111.0,CENTRAL,39.2939,-76.62131,Night,0,2,3,0,36
3.0,4E,COMMON ASSAULT,Inside,HANDS,941.0,SOUTHERN,39.27408,-76.62769,Night,1,1,3,0,0
4.0,4E,COMMON ASSAULT,Inside,HANDS,813.0,SOUTHWESTERN,39.30625,-76.67218,Night,1,1,3,0,0
7.0,4E,COMMON ASSAULT,Inside,HANDS,814.0,SOUTHWESTERN,39.29721,-76.66511,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Inside,HANDS,432.0,NORTHEASTERN,39.32312,-76.56486,Morning,1,1,2,0,1
8.0,4E,COMMON ASSAULT,Outside,HANDS,121.0,CENTRAL,39.28829,-76.62367,Morning,1,1,2,1,13
9.0,4E,COMMON ASSAULT,Inside,HANDS,322.0,EASTERN,39.3041,-76.58666,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,415.0,NORTHEASTERN,39.35952,-76.58856,Morning,1,1,2,0,1
9.0,4E,COMMON ASSAULT,Inside,HANDS,323.0,EASTERN,39.30127,-76.58392,Morning,1,1,2,0,1
9.0,3AF,ROBBERY - STREET,Outside,FIREARM,212.0,SOUTHEASTERN,39.29156,-76.59368,Morning,6,0,2,1,14
10.0,4E,COMMON ASSAULT,Inside,HANDS,743.0,WESTERN,39.29982,-76.63738,Morning,1,1,2,0,1
11.0,4E,COMMON ASSAULT,Inside,HANDS,612.0,NORTHWESTERN,39.33109,-76.66023,Morning,1,1,2,0,1
12.0,4C,AGG. ASSAULT,Outside,OTHER,332.0,EASTERN,39.31266,-76.5831,Afternoon,0,3,0,1,16
13.0,4E,COMMON ASSAULT,Inside,HANDS,832.0,SOUTHWESTERN,39.26036,-76.66604,Afternoon,1,1,0,0,7
13.0,4E,COMMON ASSAULT,Inside,HANDS,622.0,NORTHWESTERN,39.33146,-76.6958,Afternoon,1,1,0,0,7
14.0,4E,COMMON ASSAULT,Outside,HANDS,511.0,NORTHERN,39.32514,-76.62165,Afternoon,1,1,0,1,5
15.0,4E,COMMON ASSAULT,Outside,HANDS,331.0,EASTERN,39.31148,-76.58453,Afternoon,1,1,0,1,5
15.0,4B,AGG. ASSAULT,Outside,KNIFE,132.0,CENTRAL,39.30652,-76.63113,Afternoon,0,2,0,1,29
18.0,4E,COMMON ASSAULT,Inside,HANDS,713.0,WESTERN,39.29837,-76.63863,Evening,1,1,1,0,8
18.0,3AF,ROBBERY - STREET,Outside,FIREARM,224.0,SOUTHEASTERN,39.29707,-76.57367,Evening,6,0,1,1,9
18.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,132.0,CENTRAL,39.30878,-76.62557,Evening,4,0,1,0,37
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,321.0,EASTERN,39.29529,-76.59129,Evening,6,0,1,1,9
19.0,4C,AGG. ASSAULT,Inside,OTHER,231.0,SOUTHEASTERN,39.28673,-76.56491,Evening,0,3,1,0,18
19.0,4E,COMMON ASSAULT,Inside,HANDS,423.0,NORTHEASTERN,39.35895,-76.57134,Evening,1,1,1,0,8
19.0,3AF,ROBBERY - STREET,Outside,FIREARM,211.0,SOUTHEASTERN,39.28601,-76.60044,Evening,6,0,1,1,9
19.0,4B,AGG. ASSAULT,Outside,KNIFE,643.0,NORTHWESTERN,39.33603,-76.67541,Evening,0,2,1,1,38
19.0,3CF,ROBBERY - COMMERCIAL,Inside,FIREARM,511.0,NORTHERN,39.31887,-76.62474,Evening,4,0,1,0,37
20.0,3NF,ROBBERY - STREET,Outside,FIREARM,212.0,SOUTHEASTERN,39.29171,-76.58916,Evening,6,0,1,1,9
20.0,4E,COMMON ASSAULT,Outside,HANDS,132.0,CENTRAL,39.30705,-76.63022,Evening,1,1,1,1,11
20.0,4E,COMMON ASSAULT,Outside,HANDS,222.0,SOUTHEASTERN,39.29268,-76.58043,Evening,1,1,1,1,11
20.0,4E,COMMON ASSAULT,Outside,HANDS,341.0,EASTERN,39.31715,-76.6095,Evening,1,1,1,1,11
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,541.0,NORTHERN,39.33441,-76.62042,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,541.0,NORTHERN,39.33441,-76.62042,Evening,6,0,1,1,9
21.0,4A,AGG. ASSAULT,Outside,FIREARM,413.0,NORTHEASTERN,39.33812,-76.59816,Evening,0,0,1,1,21
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,142.0,CENTRAL,39.29555,-76.61827,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,142.0,CENTRAL,39.29555,-76.61827,Evening,6,0,1,1,9
21.0,3AF,ROBBERY - STREET,Outside,FIREARM,141.0,CENTRAL,39.30883,-76.61471,Evening,6,0,1,1,9
21.0,4D,AGG. ASSAULT,Inside,HANDS,221.0,SOUTHEASTERN,39.29592,-76.57924,Evening,0,1,1,0,19
22.0,3AF,ROBBERY - STREET,Outside,FIREARM,221.0,SOUTHEASTERN,39.29482,-76.58349,Evening,6,0,1,1,9
22.0,4E,COMMON ASSAULT,Outside,HANDS,233.0,SOUTHEASTERN,39.28372,-76.56317,Evening,1,1,1,1,11
23.0,3NF,ROBBERY - STREET,Outside,FIREARM,425.0,NORTHEASTERN,39.35439,-76.53115,Evening,6,0,1,1,9
23.0,3AF,ROBBERY - STREET,Outside,FIREARM,212.0,SOUTHEASTERN,39.28741,-76.58547,Evening,6,0,1,1,9
10.0,4E,COMMON ASSAULT,Inside,HANDS,613.0,NORTHWESTERN,39.33786,-76.6678,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.32506,-76.54406,Morning,1,1,2,0,1
10.0,4E,COMMON ASSAULT,Inside,HANDS,443.0,NORTHEASTERN,39.32506,-76.54406,Morning,1,1,2,0,1
12.0,4E,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,39.29637,-76.64852,Afternoon,1,1,0,0,7
